"participant","prompt","stimulus","stimulus_voice","word_pair","variable_1","variable_2","vs","variable_same","v1_type","v2_type","v_types","v_types_shorthand","vm1","vm2","manipulation_matching","block","dimension","slider_response"
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p04-ri","p04","cottoncabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,2,"accent",1
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p06-sc","p06","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,2,"accent",0.992
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p04-ci","p04","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,"accent",0.909
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p06-cr","p06","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,2,"accent",0.914
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>baggy garter</p>","baggygarter-p06-is","p06","baggygarter","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,2,"accent",0.988
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>baggy cotton</p>","baggycotton-p04-is","p04","baggycotton","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,2,"accent",0.983
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p06-rc","p06","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,2,"accent",0.942
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p01-rs","p01","dottygarter","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,2,"accent",0.946
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p08-cc","p08","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,"accent",0.942
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p07-sr","p07","dottygarter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,2,"accent",0.951
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p05-rr","p05","partycotton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,2,"accent",0.979
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p06-ic","p06","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,"accent",0.946
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>baggy cotton</p>","baggycotton-p05-ir","p05","baggycotton","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,2,"accent",0.965
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p08-sc","p08","cottoncabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,2,"accent",0.177
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p06-ii","p06","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"accent",0.951
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p07-ir","p07","baddercotton","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,2,"accent",0.983
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p08-rr","p08","dottybutter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,2,"accent",0.974
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p07-cs","p07","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,2,"accent",0.96
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p05-ic","p05","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,"accent",0.96
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom cotton</p>","bottomcotton-p04-rs","p04","bottomcotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,2,"accent",0.928
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p06-rr","p06","partybutton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,2,"accent",0.956
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p01-sc","p01","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,2,"accent",0.988
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p07-si","p07","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,2,"accent",0.946
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>baggy bottom</p>","baggybottom-p08-ir","p08","baggybottom","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,2,"accent",0.896
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p04-cs","p04","badderparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,2,"accent",0.909
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p05-ri","p05","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,2,"accent",0.896
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p01-ii","p01","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"accent",0.149
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p07-ss","p07","dottybutter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,2,"accent",0.932
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p08-si","p08","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,2,"accent",1
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom cotton</p>","bottomcotton-p05-rs","p05","bottomcotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,2,"accent",1
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p01-cc","p01","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,"accent",0.983
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p08-cr","p08","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,2,"accent",0.983
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p05-ci","p05","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,"accent",0.969
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p08-ss","p08","partybutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,2,"accent",0.965
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dagger party</p>","daggerparty-p05-is","p05","daggerparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,2,"accent",0.969
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bottom cabin</p>","bottomcabin-p06-sc","p06","bottomcabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","sc","tInnovative","TRAPConservative",FALSE,3,"gender",0.794
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p07-cc","p07","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"gender",0.859
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bottom cotton</p>","bottomcotton-p01-sr","p01","bottomcotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","sr","tInnovative","tConservative",FALSE,3,"gender",0.983
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p05-rs","p05","partybutton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","rs","tConservative","tInnovative",FALSE,3,"gender",0.495
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>baggy cotton</p>","baggycotton-p07-is","p07","baggycotton","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","is","TRAPInnovative","tInnovative",TRUE,3,"gender",0.518
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p08-ic","p08","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"gender",0.43
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p07-rr","p07","dottybutter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","rr","tConservative","tConservative",TRUE,3,"gender",0.859
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p05-ir","p05","badderparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","ir","TRAPInnovative","tConservative",FALSE,3,"gender",0.896
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p06-sr","p06","dottybutter","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","sr","tInnovative","tConservative",FALSE,3,"gender",0.771
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p05-cc","p05","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"gender",0.877
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p04-rc","p04","cottoncabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","rc","tConservative","TRAPConservative",TRUE,3,"gender",0.965
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p06-ir","p06","badderparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","ir","TRAPInnovative","tConservative",FALSE,3,"gender",0.532
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p01-cc","p01","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"gender",0.527
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p07-cs","p07","baddercotton","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cs","TRAPConservative","tInnovative",FALSE,3,"gender",0.536
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p04-ii","p04","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"gender",0.794
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bottom cotton</p>","bottomcotton-p08-rr","p08","bottomcotton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","rr","tConservative","tConservative",TRUE,3,"gender",0.785
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>dapper cabin</p>","dappercabin-p01-ic","p01","dappercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"gender",0.541
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>baggy cotton</p>","baggycotton-p08-cr","p08","baggycotton","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cr","TRAPConservative","tConservative",TRUE,3,"gender",0.343
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p01-cs","p01","badderparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cs","TRAPConservative","tInnovative",FALSE,3,"gender",0.826
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p04-ri","p04","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ri","tConservative","TRAPInnovative",FALSE,3,"gender",0.914
"exp131","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p01-si","p01","dottycabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","si","tInnovative","TRAPInnovative",TRUE,3,"gender",0.988
