"participant","stimulus","stimulus_voice","word_pair","variable_1","variable_2","vs","variable_same","v1_type","v2_type","v_types","v_types_shorthand","vm1","vm2","manipulation_matching","block","binary_response","dimension","binary_response_numeric"
"exp106","bottomcotton-p04-ss","p04","bottomcotton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","ss","tInnovative","tInnovative",TRUE,3,"less masculine","gender",0
"exp106","partybutton-p05-rs","p05","partybutton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","rs","tConservative","tInnovative",FALSE,3,"less masculine","gender",0
"exp106","bottomcabin-p05-rc","p05","bottomcabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","rc","tConservative","TRAPConservative",TRUE,3,"more masculine","gender",1
"exp106","cabindagger-p01-ii","p01","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"more masculine","gender",1
"exp106","taggercabin-p04-cc","p04","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"more masculine","gender",1
"exp106","badderparty-p05-cs","p05","badderparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cs","TRAPConservative","tInnovative",FALSE,3,"more masculine","gender",1
"exp106","cabintagger-p05-ci","p05","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,"older","age",1
"exp106","cabindagger-p01-cc","p01","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,"older","age",1
"exp106","cottoncabin-p01-sc","p01","cottoncabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,4,"older","age",1
"exp106","baggybottom-p08-cr","p08","baggybottom","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,4,"older","age",1
"exp106","bottomdagger-p01-si","p01","bottomdagger","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,4,"older","age",1
"exp106","dottygarter-p07-sr","p07","dottygarter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,4,"older","age",1
"exp106","bottomcotton-p04-rs","p04","bottomcotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,4,"older","age",1
"exp106","cabingutter-p06-is","p06","cabingutter","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,4,"older","age",1
"exp106","daggerparty-p05-is","p05","daggerparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,4,"older","age",1
"exp106","cottoncabin-p04-ri","p04","cottoncabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,4,"older","age",1
"exp106","bottomdagger-p05-si","p05","bottomdagger","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,4,"older","age",1
"exp106","baggybottom-p08-cs","p08","baggybottom","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,4,"younger","age",0
"exp106","dappercabin-p04-ii","p04","dappercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,"younger","age",0
"exp106","baggygarter-p01-ir","p01","baggygarter","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,4,"younger","age",0
"exp106","dottygarter-p05-sr","p05","dottygarter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,4,"younger","age",0
"exp106","cabintagger-p04-ic","p04","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,"older","age",1
"exp106","cottonbutton-p08-ss","p08","cottonbutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,4,"younger","age",0
"exp106","cabindagger-p06-ci","p06","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,"older","age",1
"exp106","dottygarter-p08-rs","p08","dottygarter","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,4,"older","age",1
"exp106","badderparty-p04-is","p04","badderparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,4,"younger","age",0
"exp106","dapperdagger-p07-ic","p07","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,"younger","age",0
"exp106","cabinparty-p06-ir","p06","cabinparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,4,"younger","age",0
"exp106","baddercabin-p05-ii","p05","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,"older","age",1
"exp106","dapperparty-p01-cs","p01","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,4,"older","age",1
"exp106","badderdagger-p08-ii","p08","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,"younger","age",0
"exp106","cabintagger-p08-ci","p08","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,"older","age",1
"exp106","dottydagger-p04-sc","p04","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,4,"older","age",1
"exp106","bottomcotton-p01-sr","p01","bottomcotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,4,"older","age",1
"exp106","dottygarter-p05-rr","p05","dottygarter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,4,"younger","age",0
"exp106","bottombaggy-p07-sc","p07","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,4,"older","age",1
"exp106","cabintagger-p06-cc","p06","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,"older","age",1
"exp106","cabinparty-p07-cs","p07","cabinparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,4,"older","age",1
"exp106","bottomcotton-p06-ss","p06","bottomcotton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,4,"younger","age",0
"exp106","baggybottom-p07-cr","p07","baggybottom","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,4,"younger","age",0
"exp106","dottycabin-p07-rc","p07","dottycabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,4,"older","age",1
"exp106","dapperparty-p04-cr","p04","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,4,"younger","age",0
"exp106","bottomdagger-p08-si","p08","bottomdagger","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,4,"older","age",1
"exp106","dottydagger-p06-rc","p06","dottydagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,4,"younger","age",0
"exp106","cabingutter-p05-ir","p05","cabingutter","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,4,"younger","age",0
"exp106","partybutton-p07-rr","p07","partybutton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,4,"younger","age",0
"exp106","bottombaggy-p05-rc","p05","bottombaggy","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,4,"younger","age",0
"exp106","dottygarter-p04-ss","p04","dottygarter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,4,"younger","age",0
"exp106","partybutton-p06-rr","p06","partybutton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,4,"younger","age",0
"exp106","badderdagger-p07-cc","p07","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,"younger","age",0
"exp106","bottomcabin-p08-ri","p08","bottomcabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,4,"younger","age",0
"exp106","badderdagger-p01-ic","p01","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,"older","age",1
"exp106","cottoncabin-p06-ri","p06","cottoncabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,4,"younger","age",0
"exp106","bottomcotton-p01-rs","p01","bottomcotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,4,"younger","age",0
"exp107","badderdagger-p07-ic","p07","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,"more well educated","education",1
"exp107","taggercabin-p06-cc","p06","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,"more well educated","education",1
"exp107","dottycabin-p08-rc","p08","dottycabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,1,"more well educated","education",1
"exp107","cabindagger-p01-ic","p01","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,"more well educated","education",1
"exp107","taggercabin-p08-ii","p08","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,"less well educated","education",0
"exp107","bottomdagger-p01-rc","p01","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,1,"less well educated","education",0
"exp107","dapperparty-p08-ir","p08","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,1,"less well educated","education",0
"exp107","partybutton-p05-rs","p05","partybutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,1,"less well educated","education",0
"exp107","bottomdagger-p04-ri","p04","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,1,"less well educated","education",0
"exp107","bottombaggy-p06-ri","p06","bottombaggy","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,1,"less well educated","education",0
"exp107","dottycabin-p07-ri","p07","dottycabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,1,"less well educated","education",0
"exp107","baggycotton-p05-cr","p05","baggycotton","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,1,"less well educated","education",0
"exp107","taggercabin-p04-ii","p04","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,"more well educated","education",1
"exp107","dapperparty-p07-cs","p07","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,1,"more well educated","education",1
"exp107","bottomcabin-p05-rc","p05","bottomcabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,1,"less well educated","education",0
"exp107","cabintagger-p01-ii","p01","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,"more well educated","education",1
"exp107","partycotton-p08-sr","p08","partycotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,1,"more well educated","education",1
"exp107","dapperdagger-p05-ic","p05","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,"less well educated","education",0
"exp107","cabingutter-p07-is","p07","cabingutter","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,1,"less well educated","education",0
"exp107","badderparty-p01-ir","p01","badderparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,1,"less well educated","education",0
"exp107","dottybutter-p06-rr","p06","dottybutter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,1,"more well educated","education",1
"exp107","dapperparty-p01-cr","p01","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,1,"less well educated","education",0
"exp107","bottomcabin-p01-sc","p01","bottomcabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,1,"more well educated","education",1
"exp107","bottomdagger-p04-si","p04","bottomdagger","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,1,"less well educated","education",0
"exp107","dapperdagger-p08-cc","p08","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,"more well educated","education",1
"exp107","dottydagger-p06-sc","p06","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,1,"more well educated","education",1
"exp107","badderparty-p04-ir","p04","badderparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,1,"less well educated","education",0
"exp107","cottonbutton-p07-rs","p07","cottonbutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,1,"more well educated","education",1
"exp107","dottygarter-p01-ss","p01","dottygarter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,1,"more well educated","education",1
"exp107","dapperparty-p08-is","p08","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,1,"less well educated","education",0
